x,y,yaw
2.422432203754001e-12,2.434158452193284e-13,0.0
9.48832037155387e-12,9.522079304203866e-13,0.0
1.9477344981008863e-11,1.953015180245095e-12,0.0
2.5434451875639238e-11,2.5483921166314725e-12,0.0
3.670717920687976e-11,3.677292494552887e-12,0.0
3.647538139465045e-11,3.653980398364116e-12,0.0
4.001037851066312e-11,4.0067983481795315e-12,0.0
4.252352077107075e-11,4.257625154331366e-12,0.0
4.675808545378964e-11,4.681685729401035e-12,0.0
4.79411857989963e-11,4.7999334522056926e-12,0.0
4.9262845674801323e-11,4.93348006449874e-12,0.0
4.754495253223572e-11,4.759838914972118e-12,0.0
5.312771475464485e-11,5.3188532700271e-12,0.0
5.5011366831646334e-11,5.5091240928702304e-12,0.0
5.03828765271601e-11,5.04559668762291e-12,0.0
4.496819777385981e-11,4.50204961177948e-12,0.0
4.399697497652035e-11,4.40494297882985e-12,0.0
4.391783692419231e-11,4.397090350855199e-12,0.0
4.406367559426609e-11,4.411549017837966e-12,0.0
4.733724911438677e-11,4.740004161805034e-12,0.0
4.5799961830984787e-11,4.585749301553794e-12,0.0
4.500880188768853e-11,4.507197560519231e-12,0.0
4.441555488746818e-11,4.446928448228625e-12,0.0
4.3434643460507865e-11,4.349152010792283e-12,0.0
4.4053986964645234e-11,4.410879213351252e-12,0.0
4.807161764954224e-11,4.812594207030147e-12,0.0
4.689359064396996e-11,4.693760874600357e-12,0.0
5.4111714301382605e-11,5.416273249430754e-12,0.0
5.3264984584698e-11,5.330724724922029e-12,0.0
5.785056313036227e-11,5.788476474373675e-12,0.0
6.234025643458634e-11,6.238520552581533e-12,0.0
5.77813342876392e-11,5.781268189597686e-12,0.0
5.596304245879912e-11,5.599546274651846e-12,0.0
5.038380951613565e-11,5.040124538988077e-12,0.0
4.364512946267767e-11,4.365983346117434e-12,0.0
3.5817690245564523e-11,3.581480330702266e-12,0.0
4.1050235969492187e-11,4.10402924512578e-12,0.0
4.0031469233664595e-11,4.001681643429513e-12,0.0
3.2853304839808063e-11,3.2826035000421355e-12,0.0
3.656329147022956e-11,3.654561951397748e-12,0.0
3.40603977342429e-11,3.403446245932063e-12,0.0
3.941024235482249e-11,3.941065912399399e-12,0.0
3.8590050302023096e-11,3.8569245555829395e-12,0.0
4.269593088438917e-11,4.26991078668464e-12,0.0
4.33576600319078e-11,4.334792146518087e-12,0.0
4.4425192340975964e-11,4.4413456292962866e-12,0.0
4.5068528394341506e-11,4.505667854940527e-12,0.0
4.016982507395855e-11,4.015215893045072e-12,0.0
3.28684910793518e-11,3.2844268734884956e-12,0.0
4.051753023714238e-11,4.049288986747788e-12,0.0
0.0018861672974921416,0.0001887343707275294,0.00016947554509494367
-0.024539992837758193,-0.002483134184988299,0.0006867426960173174
-0.2445444055775771,-0.024911299947067648,0.0018124032877662182
-0.4569215023782424,-0.06458039397585452,0.26483894858737506
-0.6517160515813486,-0.1706467995526842,0.3093158957170439
-0.8316459844186503,-0.2065973745036437,0.24752663455596657
-0.858400141471415,-0.21595600670352721,0.193484630238153
-0.7599227266834324,-0.18637397521497734,0.18582752063909205
-0.49380142008696326,-0.07710952769910283,0.4858955187720365
-0.21567618386406,0.2592783589092068,1.0505883297104304
-0.20433084513311597,0.6543684781510742,1.63338002782118
-0.35461586006582657,0.924473374807317,2.7335260702392
-0.5575931191763009,0.9017374174071333,-2.727373028806698
-0.5681613323516204,0.8976254856366783,-2.695819322239546
-0.5732361733317365,0.8979297132908194,3.0512718001906736
-0.7074611255489991,0.917290761977214,2.8389062886990217
-0.8954144457947042,0.9449647653289377,3.0416338674571124
-1.0597519891209413,0.9512223637519783,3.028653205298166
-1.407027815253727,0.9463336725458038,-3.1302608211182332
-1.6572351419597968,0.8694210800735586,-2.9671750950752855
-2.044235296180071,0.6971843255650962,-2.688339503099232
-2.292260067959592,0.46133097681376833,-2.388676731042437
-2.4703597641524966,0.1616073466807228,-1.8920765588220245
-2.386973730779387,-0.16504687781992888,-1.0385447723306889
-2.167877162449698,-0.39840615553656256,-0.8967616315675444
-1.9134245652872668,-0.7085623384981445,-0.907422366924077
-1.5393429529858873,-1.014265115527172,-0.6319225501316196
-1.2625385066076604,-1.099730601657555,0.04435180698464559
-1.0415235594820411,-1.0463957684350778,0.3185215151511565
-0.7398075777036369,-0.9166314448381585,0.37744119791033237
-0.5193914184811572,-0.740906261912838,0.5580634176552667
-0.24285985693691292,-0.5522683603262992,0.5347767602738966
-0.10691494382001701,-0.4362595351732314,0.5443268021950657
-0.1313932764506604,-0.43801289462265114,0.5437933389362772
-0.26150118463636574,-0.5409866812161089,0.6422506856528788
-0.4468472793649138,-0.6888194566782856,0.6469359311799251
-0.5574626114240453,-0.8447470247810098,0.6967172907355711
-0.5692499361486942,-0.8567403446437278,0.6880353067260122
-0.5633269968746792,-0.8691560925448538,0.9103654520028709
-0.5285475707830634,-0.8156976052840939,0.9049680566527023
-0.4168846479578307,-0.596389235577782,1.1200584759433787
-0.3329912077554153,-0.2767592448608124,1.225809555642912
-0.30785946940569175,-0.11076723286840914,1.8167660974197581
-0.36910999374150255,-0.016295170920832838,2.1280893446301157
-0.5764748740831918,0.24262448823185143,2.1532716081800474
-0.8646920111123017,0.6086227260577335,2.168451993193721
-1.2258916615371522,0.8904641953288349,2.5807144576976024
-1.6689532474376432,0.9524989876391639,-3.0384227787367237
-2.0798946286500812,0.8348900395217593,-2.92857234807166
-2.477073117366999,0.7164374377155843,-2.9379983654274495
-2.7927953607683573,0.5306736937369659,-2.4154891751600798
-2.8646003820101686,0.2161103725405062,-1.3858793102291898
-2.668117423851612,0.022402233977450836,-0.2518394493115815
-2.444414566562071,0.08251525325798123,0.559705696266185
-2.385271549488072,0.13644235338426103,0.6681148388026847
-2.32003619753804,0.18260574000413848,0.3700275958666168
-2.1989994651276135,0.2448281308532301,0.3154450815077064
-1.8773628443125252,0.33550119715833654,0.10027347154601984
-1.5722589225624954,0.38985299499770554,0.006439195670342899
-1.4313030231778567,0.406623037503658,0.02111309527129812
-1.421049077153175,0.40786596147975807,0.020109062537047476
-1.4210490771483482,0.40786596148033816,0.019319786147217636
-1.4210490771505335,0.4078659614800754,0.019023348044428175
-1.4210490771505335,0.4078659614800754,0.019023348044428175
-1.42104907714623,0.4078659614805863,0.018746808665469412
-1.4210490771462578,0.40786596148058324,0.018746808665469412
-1.421049077142497,0.4078659614810307,0.018746808665469412
-1.4210490771457556,0.40786596148064236,0.018746808665469412
-1.4210490771456432,0.4078659614806571,0.018746808665469412
-1.421049077142563,0.4078659614810231,0.018746808665469412
-1.421049077134049,0.407865961482035,0.018746808665469412
-1.4210490771443334,0.40786596148081167,0.018746808665469412
-1.4210490771395554,0.40786596148137955,0.018746808665469412
-1.4210490771418132,0.4078659614811109,0.018746808665469412
-1.421049077142468,0.40786596148103094,0.018746808665469412
-1.421049077142,0.4078659614810878,0.018746808665469412
-1.4210490771422308,0.4078659614810589,0.018746808665469412
-1.4210490771409003,0.40786596148121834,0.018746808665469412
-1.4210490771400577,0.40786596148131865,0.018746808665469412
-1.421049077129386,0.40786596148258936,0.018746808665469412
-1.421049077135717,0.40786596148183596,0.018746808665469412
-1.421049077130979,0.4078659614824013,0.018746808665469412
-1.421049077132219,0.40786596148225385,0.018746808665469412
-1.421049077131309,0.4078659614823625,0.018746808665469412
-1.42104907713041,0.40786596148246884,0.018746808665469412
-1.4210490771344628,0.40786596148198623,0.018746808665469412
-1.4210490771280482,0.4078659614827496,0.018746808665469412
-1.4210490771292903,0.40786596148260246,0.018746808665469412
-1.4210490771417474,0.4078659614811194,0.018746808665469412
-1.4210490771418303,0.40786596148110843,0.018746808665469412
-1.4210490771460085,0.40786596148061166,0.018746808665469412
-1.4210490771382118,0.40786596148154186,0.018746808665469412
