x,y,yaw
2.294778823852539e-06,1.1742115020751953e-05,3.042717182311361
1.8268823623657227e-05,5.5909156799316406e-05,3.042757981283031
6.824731826782227e-05,-2.3066997528076172e-05,3.0425789619544172
3.7223100662231445e-05,4.6253204345703125e-05,3.042721771852797
-5.933642387390137e-05,3.8504600524902344e-05,3.0426261320516113
6.443262100219727e-05,-1.621246337890625e-05,3.042794391325064
0.00010731816291809082,-6.949901580810547e-05,3.04277175607241
9.92119312286377e-05,-1.2040138244628906e-05,3.04281719785463
3.406405448913574e-05,1.233816146850586e-05,3.042768314254154
0.00010606646537780762,-0.00016516447067260742,3.042761039250931
6.112456321716309e-05,-0.00017118453979492188,3.042836121055303
2.6941299438476562e-05,-5.781650543212891e-06,3.0428196664828873
-4.100799560546875e-05,3.361701965332031e-05,3.0428016875960147
0.00010025501251220703,-1.2099742889404297e-05,3.0427841959550737
-0.0001240372657775879,7.700920104980469e-05,3.0426676769151326
-0.00022047758102416992,1.5556812286376953e-05,3.042729647069451
-0.0446474552154541,0.006071627140045166,3.051196865972496
-0.042347848415374756,0.006099998950958252,3.0506842508094145
-0.040467262268066406,0.005753517150878906,3.049223571849172
-0.07040122151374817,0.012911498546600342,-3.130542869201494
-0.09518653154373169,0.01710045337677002,-3.0151124215934444
-0.2791464999318123,-0.02128422260284424,-2.532184150046694
-0.4607852026820183,-0.17104190587997437,-2.0220409730682776
-0.5430517792701721,-0.3712783455848694,-1.5713289920094191
-0.5378759950399399,-0.5626812279224396,-1.2845289498206016
-0.4506910666823387,-0.777307141572237,-0.7350914807402509
-0.26565585285425186,-0.9205340445041656,-0.23685234205211697
-0.03262150287628174,-0.9589406251907349,0.25826490016652653
0.18354010581970215,-0.8743428736925125,0.7834727812467324
0.33260011672973633,-0.6918197833001614,1.3392477098482392
0.3722016215324402,-0.466604620218277,1.8492491529920319
0.29190313816070557,-0.24659264087677002,2.3622910262995025
0.11532250046730042,-0.09598493576049805,2.8662700402683945
-0.109012171626091,-0.050967276096343994,-2.893347145339951
-0.3320588357746601,-0.1265500783920288,-2.371601614803536
-0.4747229963541031,-0.2739986777305603,-1.7029576195576037
-0.537824347615242,-0.5242004543542862,-1.359700196807132
-0.4829852730035782,-0.7480992591008544,-1.2604655162635883
-0.42654503881931305,-0.9529722929000854,-1.5417177769723467
-0.450764536857605,-1.224741369485855,-2.000788330331797
-0.5589939504861832,-1.4152286052703857,-2.338825051659769
-0.7577301561832428,-1.5797173976898193,-2.7835406925728754
-1.0433956980705261,-1.6440463662147522,2.9725028588761226
-1.3054417371749878,-1.5568075776100159,2.4843097437319557
-1.4936544299125671,-1.3534818887710571,1.9694329246085156
-1.5574508309364319,-1.086789608001709,1.444152867373128
-1.480354130268097,-0.8179505243897438,0.9493853929240185
-1.2858585119247437,-0.6200691014528275,0.4397978506838751
-1.0175827741622925,-0.5447875261306763,-0.07184278358398959
-0.7485750019550323,-0.609379231929779,-0.5725413317188118
-0.5487364381551743,-0.7972386740148067,-1.091063649948662
-0.4626321494579315,-1.0632081031799316,-1.5954933583739064
-0.5145857781171799,-1.3308663368225098,-2.1037033392263846
-0.6999110877513885,-1.5444738864898682,-2.610051023298806
-0.9581906795501709,-1.6419355869293213,-3.12180412514941
-1.230915367603302,-1.5993390083312988,2.6434161690478177
-1.4498328566551208,-1.4262571334838867,2.137623164071166
-1.5542189478874207,-1.174577236175537,1.6225653066324213
-1.5204768776893616,-0.898801177740097,1.1179973140425512
-1.3602761626243591,-0.6714553385972977,0.6031463720646014
-1.1140394806861877,-0.5557554662227631,0.09577910430398952
-0.8365719616413116,-0.5722441971302032,-0.4072985767407432
-0.6068381667137146,-0.7233269680291414,-0.9417880618531114
-0.4809940308332443,-0.9668796360492706,-1.4357281005059532
-0.483133926987648,-1.2379573583602905,-1.9263072478972478
-0.6256499886512756,-1.48037451505661,-2.4601169062028845
-0.877761960029602,-1.6249432563781738,-2.9627997274661735
-1.1524173617362976,-1.6279003024101257,2.8004308019850703
-1.3891153931617737,-1.4970821738243103,2.3060691939417866
-1.5399389863014221,-1.2585164904594421,1.7822275559728056
-1.5507633090019226,-0.9864227324724197,1.266899343351936
-1.4281359314918518,-0.7366960728541017,0.7948710258531944
-1.2833405137062073,-0.599718913435936,0.7664139906142167
-1.0974485874176025,-0.42979297041893005,0.7623729323661754
-0.9032503366470337,-0.25340092182159424,0.7795196636761325
-0.7346306145191193,-0.09531974792480469,0.7594645463552477
-0.5747096985578537,0.048734188079833984,0.7694024195498627
-0.5517119616270065,0.06940680742263794,0.7680302131849892
-0.5503768771886826,0.07053697109222412,0.767903415036985
-0.5345986485481262,0.0820307731628418,0.8499991143721858
-0.5229317545890808,0.08870798349380493,0.8994752794117726
-0.5209069848060608,0.09046214818954468,0.8991956320785541
-0.46906226873397827,0.15990114212036133,0.6104458294473709
-0.23961786180734634,0.2564374804496765,0.05682486697402118
0.03407233953475952,0.2299301028251648,-0.43564532542651946
0.23418265581130981,0.09755933284759521,-0.8229321052352023
0.3617682456970215,-0.050538599491119385,-1.0484100246954944
0.45898187160491943,-0.3048938512802124,-1.5472252319654523
0.4575881361961365,-0.4257334768772125,-1.6219522350953188
0.4493420720100403,-0.5315953940153122,-1.610211772742117
0.4333212971687317,-0.7858722396194935,-1.615536410088839
0.41960424184799194,-1.0007167756557465,-1.6031074814223587
0.4068896174430847,-1.1789198517799377,-1.8430402242625643
0.28764474391937256,-1.437284529209137,-2.358686150015908
